primitive_quality_assessment_id,registry_record_id,assessor_id,quality_score,quality_class,surfaceable,readiness_before,readiness_after,trust_before,trust_after,domains,signals,blockers,enriched_input_contract,enriched_output_contract,mutation_options,recommended_action,assessment_hash,serves_truth
primqa_093e676d978c456d0beb8599,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_edge_counts,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": ""str"", ""name"": ""tenant_id"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""dict[str, int]"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_463bf402045dfbbe135e0689"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,07207056abd2e9c1259559b913852aaf961a1dff41b6acdc08bc69682692cfe7,false
primqa_1e42498146063c79e868460a,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_edges,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": ""str"", ""name"": ""tenant_id"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""list[dict]"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_47396d6f2dfef257b0ba35ad"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,e6538c1c7ddca69ea1cf86b8fe28b8d2b2f69842874aa668f87a566f37834a0a,false
primqa_06e94a6406e082cce8abe5cb,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_get_artifact,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": ""str"", ""name"": ""artifact_id"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""dict | None"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_8b10904d0d65bea2d6c5e6e5"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,16261aa0466b027a47a488ab981f90d6b1830f0b51a3322e246672eee60a7550,false
primqa_8cbdd67deb360b83fce1e5f5,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_init,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox"", ""private_helper_symbol""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""None"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_908b006547d8fedb713ff357"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,2325cdaa862cd3addc5b002f91f97556d22ffcd794d85fc3c135bc9818710e1b,false
primqa_052726d8aec15e607e66ccd3,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_link_conflict,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": ""str"", ""name"": ""conflict_id"", ""required"": true}, {""annotation"": ""str"", ""name"": ""reconciliation_id"", ""required"": true}, {""annotation"": ""str"", ""name"": ""status"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""None"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_e03e023607eca96066a82bcf"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,4d8cd29aa55f532b76e28e0c14a53c14eef3e3adbd25dab068c5e943552b55c4,false
primqa_152e8950f8d88fb3054b7be1,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_list_conflicts,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": ""str"", ""name"": ""tenant_id"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""list[dict]"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_556e8d239bfc76d4024cc33c"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,895b908151ee6dcc1074a4fcc58fc58f680f28bded93b4ab2a004376757961eb,false
primqa_aeb8103c047f11fea21355ae,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_list_reconciliations,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": ""str"", ""name"": ""tenant_id"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""list[dict]"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_4e654898a125b639e31a675d"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,7957174df5e82fdeca0f1021d9afef01f361016d55d810dc3623f3072e01b182,false
primqa_a457c2b7b6858fe1f4e03cf7,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_neighbors,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": ""str"", ""name"": ""tenant_id"", ""required"": true}, {""annotation"": ""str"", ""name"": ""artifact_id"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""list[dict]"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_74bd9aa4763ce52fdc9ddb6a"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,a44b4d07433358f1912db6739374c04e201b897c1983ea5953a3ce9e298fe9ec,false
primqa_d8378ba58cb8533b9334ffbf,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_put_artifact,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": ""Artifact"", ""name"": ""a"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""None"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_ee18de4fe32171c6aebed8c9"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,5422a8f15a84f12c5490facdf0695afce91f47fcb72894bb0902a4e4449e37f3,false
primqa_74590cf1676b4d9a564d874e,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_put_conflict,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": ""Conflict"", ""name"": ""c"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""None"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_738984ef65668750bdb8909f"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,3e17d83656644248b821b0ff4ff05f30b44375d23c5f8b4fbfbb1c4df93cd0d5,false
primqa_03ff8032950db9c37f284576,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_put_edge,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": ""Edge"", ""name"": ""e"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""None"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_1060399d89921b494ac971ac"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,c3eb46bc6cb211f1eab4e3c3b97d30fad69e64a158badfc9469ed708b9cc23e5,false
primqa_7120953d11dc5e33fe36fcaa,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_put_reconciliation,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": ""Reconciliation"", ""name"": ""r"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""None"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_1961155bfee84fbfb2e3cabb"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,8ffa54fd67ac926ae71239a00eb39b2dd5598f89098fa1b81411637e54c3fa6a,false
primqa_e2bc0ee0e48d6043cafef093,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_put_vector,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""embedding_similarity"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,embedding_similarity,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": ""Vector"", ""name"": ""v"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""None"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_31e1f167f5f757d6c91f5bd7"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,ed4b73eace0e02bc871e86c3f5a883ddde65bbb069fdf5b57df47a6e2fd158dc,false
primqa_c1df28fc3f918840ea3977f5,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_supersede,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": ""str"", ""name"": ""artifact_id"", ""required"": true}, {""annotation"": ""str"", ""name"": ""by"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""None"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_1f36ab16773aafe5b7ace00a"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,f95c76316045f17440776acf2c7abb542c179651bc5ff27706db5e0dbedeaedb,false
primqa_fe3d132bdaeaf7143b99cb45,primitive.repo.scripts_artifact_graph_artifact_ledger_py.method.py_method_scripts_artifact_graph_artifact_ledger_artifactgraphledger_vectors,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""api_integration"", ""database"", ""file_artifact"", ""ml_data_science"", ""parsing"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:api_integration,database,file_artifact,ml_data_science,parsing,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:method"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox""]","{""parameters"": [{""annotation"": null, ""name"": ""self"", ""required"": true}, {""annotation"": ""str"", ""name"": ""tenant_id"", ""required"": true}, {""annotation"": ""str | None"", ""name"": ""artifact_id"", ""required"": true}], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""list[dict]"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_795c8ec5ecd9fcb8b00023b3"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,bf92bef67d6e2f7b845b6aac5861d5771e7acf9284da581fce1a501ec4430758,false
primqa_cfd9356fd082030eaf130a80,primitive.repo.scripts_artifact_graph_authority_corroboration_py.function.py_function_scripts_artifact_graph_authority_corroboration_corroborate,primitive_quality_promoter.v1,100,surfaceable_reuse_candidate,true,R3_contract_known,R8_aidevobserver_surfaceable,candidate,validated,"[""file_artifact"", ""retrieval_search""]","[""clear_blackbox_description"", ""domain:file_artifact,retrieval_search"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:object"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]",[],"{""parameters"": [], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""fields"": {""agreeing_independent"": ""value_candidate"", ""authority_basis"": ""value_candidate"", ""claim_key"": ""value_candidate"", ""claim_value"": ""value_candidate"", ""confidence"": ""value_candidate"", ""contradicting_independent"": ""value_candidate"", ""contradicting_sources"": ""value_candidate"", ""held_out_sources"": ""value_candidate"", ""min_authority_rank"": ""value_candidate"", ""min_independent"": ""value_candidate"", ""serves_truth"": ""boolean"", ""supporting_sources"": ""value_candidate"", ""verdict"": ""value_candidate""}, ""return_annotation"": ""dict[str, Any]"", ""shape"": ""object"", ""source"": ""python_ast_return_dict_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_cfa30e636540ea2e59b414e5"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",surface_in_aidevobserver_as_candidate_reuse_card,d5ba74aa2eddbc45efb1470f7dc18becb94ce4f14874e79a78c1b7df04bc434f,false
primqa_4869cd30fac0f9c540afae77,primitive.repo.scripts_artifact_graph_cfpb_artifacts_py.function.py_function_scripts_artifact_graph_cfpb_artifacts_art,primitive_quality_promoter.v1,100,noise_low_level_symbol,false,R3_contract_known,R3_contract_known,candidate,candidate,"[""embedding_similarity"", ""extraction"", ""file_artifact"", ""ml_data_science"", ""workflow_observer""]","[""clear_blackbox_description"", ""domain:embedding_similarity,extraction,file_artifact,ml_data_science,workflow_observer"", ""effect_declared"", ""input_edge:callable_signature_candidate"", ""mutation_options:1"", ""non_synthetic"", ""output_edge:python_return_annotation_candidate"", ""preferred_symbol_kind:function"", ""python_ast_contract_enrichment"", ""real_source_artifact""]","[""missing_direct_function_blackbox"", ""private_helper_symbol""]","{""parameters"": [], ""shape"": ""callable_signature_candidate"", ""source"": ""python_ast_signature_enrichment""}","{""annotation"": ""Artifact"", ""shape"": ""python_return_annotation_candidate"", ""source"": ""python_ast_return_annotation_enrichment""}","[{""confidence"": 0.5, ""fit_class"": ""deterministic_edit_match"", ""mutation_option_id"": ""mutationoption_12ddc23793e56356a51a483d"", ""mutator_agent_id"": ""mutator:core:output_field_wrapper@candidate"", ""precondition_status"": ""possible"", ""target_edge_template"": {""mutation"": ""output_field_wrapper""}}]",keep_indexed_for_fallback_but_hide_from_default_reuse,bb3c8e041f449f47e2159aa8d59c34248ceed059de27a89da46f22f6e355a539,false
